,name,description,country,documentUrl,startDate,endDate,oecdId
372,MODEL AI GOVERNANCE FRAMEWORK,The voluntary Model AI Governance Framework was first released in January 2019 and updated in January 2020 as a living document that provides detailed and readily implementable guidance to private sector organisations to address key ethical and governance issues when deploying AI solutions.,Singapore,http://go.gov.sg/ai-gov-mf-2,2019,,24428
373,NATIONAL AI R&D STRATEGIC PLAN,This plan identifies the critical areas of AI R&D that require Federal investments.,United States,https://www.nitrd.gov/news/National-AI-RD-Strategy-2019.aspx,2018,,24281
374,NATIONAL APPROACH TO ARTIFICIAL INTELLIGENCE,The purpose of this document is to identify an overall direction for AI-related work in Sweden and lay the foundation for future priorities.,Sweden,regeringen.se,2018,,24975
376,National Artificial Intelligence Laboratory,"National Artificial Intelligence Laboratory is a consortium that serves as a national artificial intelligence umbrella for the collaboration of all major research centers, universities and large-scale national programs.",Hungary,https://mi.nemzetilabor.hu/,2020,,26773
377,NATIONAL ARTIFICIAL INTELLIGENCE RESOURCE PORTAL,National Artificial Intelligence Resource Portal (NAIRP) is a web-based system under development to search and browse AI resources and to provide a learning platform and a cloud-based computational platform.,India,http://www.ai.iitkgp.ac.in/Research/,2019,,26940
378,NATIONAL ARTIFICIAL INTELLIGENCE STRATEGY,"Bearing in mind that the development of AI systems sees manhood interacting with intelligent machines, and the necessity of giving and explaining the decisions taken based on algorithms. The Strategy will adopt a “human centric” approach, focusing on reducing any possible impact on society and employment, and promoting a smooth integration between AI technologies, labour market, workers and citizens.",Italy,https://www.mise.gov.it/images/stories/documenti/Strategia-Nazionale-Intelligenza-Artificiale-Bozza-Consultazione.pdf,2019,,24764
379,NATIONAL ARTIFICIAL INTELLIGENCE STRATEGY,"Future Jobs Ireland 2019 includes the deliverable of a national AI Strategy. This Strategy will present a cross-Government framework and will be aligned with, and contribute to the broader EU approach, as outlined in the EU Coordinated Plan on AI.",Ireland,https://dbei.gov.ie/en/Consultations/Public-Consultation-Development-of-a-National-Strategy-on-Artificial-Intelligence.html,2019,2019,24905
381,NATIONAL ARTIFICIAL INTELLIGENCE STRATEGY OF THE CZECH REPUBLIC,"The Strategy is linked to Digital Economy and Society (hereinafter the “DES”), which is a strategy forming one of the three pillars of the government’s programme Digital Czech Republic. In its sub-objectives, the DES sets out specific tasks and areas for the elaboration of implementation plans in the field of artificial intelligence. <br/><br/>These sub-objectives are: <br/>1.6 “Active involvement of the Czech Republic in the EU Initiative on Artificial Intelligence”.<br/>2.1 “Support for the Development of Artificial Intelligence”.<br/>6.4 “Ensuring a Consistent Approach and Implementation of Legislation”. <br/>8.3 “Two-way link of programmes and coordination of the strategy Digital Economy and Society and initiatives based on the pillar Czech Republic in digital Europe”.",Czech Republic,https://www.mpo.cz/en/guidepost/for-the-media/press-releases/czech-republic-is-heading-the-elite-while-introducing-the-ai-strategy--246008/,2019,2035,24171
382,NATIONAL CENTRE FOR AI,"The NCAI was established in August 2019, with its main mission to drive Saudi advancement in AI innovations by orchestrating AI research and solutions development, providing AI strategic advisory to the government, and promoting AI education and awareness.",Saudi Arabia,https://www.my.gov.sa/wps/portal/snp/pages/agencies/agencyDetails/AC425/!ut/p/z0/04_Sj9CPykssy0xPLMnMz0vMAfIjo8zivQIsTAwdDQz9LQwNzQwCnS0tXPwMvYwNDAz0g1Pz9L30o_ArAppiVOTr7JuuH1WQWJKhm5mXlq8f4ehsYmSqX5DtHg4ArH-ZaA!!/,2019,,26015
383,NATIONAL CENTRE FOR COMPUTING EDUCATION,The National Centre for Computing Education (NCCE) is a British government organisation that coordinates and develops computer science education across schools in England at a national level.,United Kingdom,https://teachcomputing.org/,2018,,26425
384,NATIONAL CENTRE FOR PUBLIC SECTOR INNOVATION,The national centre for public sector innovation is a national center that supports quality and effieciency throughout the public sector through innovation.,Denmark,https://www.coi.dk/en/,2014,,26491
387,NATIONAL COUNCIL FOR ARTIFICIAL INTELLIGENCE,The Council is the governance arm for Egypts AI Strategy.,Egypt,http//www.mcit.gov.eg,2019,,26475
389,NATIONAL DATA CATALOGUE,"The National Data Catalogue – data.norge.no – is a public website providing an overview of descriptions of datasets, concepts, APIs and information models. The content is supplied by various establishments, both public and private.",Norway,https://data.norge.no/,2020,,26975
390,NATIONAL ECOSYSTEM OF OPEN INNOVATION,Social development trough open innovation with an enviromental perspective and involvment of all economic actors.,Mexico,https://www.conacyt.gob.mx/index.php/el-conacyt/penta,2019,,26852
391,NATIONAL ENGINEERING LABORATORY FOR DEEP LEARNING,The laboratory was established to accelerate research related to AI.,China,https://baike.baidu.com/item/%E6%B7%B1%E5%BA%A6%E5%AD%A6%E4%B9%A0%E6%8A%80%E6%9C%AF%E5%8F%8A%E5%BA%94%E7%94%A8%E5%9B%BD%E5%AE%B6%E5%B7%A5%E7%A8%8B%E5%AE%9E%E9%AA%8C%E5%AE%A4/20441561?fr=aladdin,2017,,16868
392,NATIONAL ETHICAL GUIDELINES FOR BIOMEDICAL AND HEALTH RESEARCH INVOLVING HUMAN PARTICIPANTS,"The latest version of guidelines has addressed the newer emerging ethical issues keeping in view the social, cultural, economic, legal and religious aspects of our country.",India,https://www.icmr.nic.in/sites/default/files/guidelines/ICMR_Ethical_Guidelines_2017.pdf,2017,,24955
393,NATIONAL ETHICS COMMITTEE OF SCIENCE AND TECHNOLOGY,National Ethics Committee of Science and Technology was established to encourage the advancement of ethical science and technology for sustainable development.,Thailand,http://www.nxpo.or.th,2017,,26126
394,NATIONAL GUIDELINES FOR GENE THERAPY PRODUCT DEVELOPMENT AND CLINICAL TRIALS,The Gene Therapy Products need systematic evaluation for its safety and efficacy in view of the underline ethical and scientific concerns.,India,http://dbtindia.gov.in/sites/default/files/Call_comments.pdf,2019,,24953
395,NATIONAL HIGHWAY TRAFFIC SAFETY ADMINISTRATION,"Through its proactive and inclusive approach to the safe development, testing, and deployment of new and advanced vehicle technologies that have enormous potential for improving safety and mobility for all Americans, NHTSA demonstrates its dedication to saving lives on our nation’s roads and highways.",United States,https://www.nhtsa.gov/technology-innovation,2016,,25115
397,National Laboratory for Autonomous Vehicles,The National Laboratory for Autonomous Systems is a consortium led by the Institute for Computer Science and Control (SZTAKI) with the participation of the Budapest University of Technology and Economics and Széchenyi University of Győr.,Hungary,https://mi.nemzetilabor.hu/news/artificial-intelligence-national-laboratory-and-national-laboratory-autonomous-systems-have,2020,,26775
398,"NATIONAL NETWORK OF OPEN ACCESS DIGITAL REPOSITORIES OF SCIENCE, TECHNOLOGY AND INNOVATION","A national network for open access repositories connecting 49 institutions and providing access to close to 50,000 publications and datasets.",Peru,http://alicia.concytec.gob.pe/vufind/,2013,,3285
399,NATIONAL NEW GENERATION ARTIFICIAL INTELLIGENCE GOVERNANCE EXPERT COMMITTEE,,China,http://fi.china-embassy.org/eng/kxjs/P020171025789108009001.pdf,2019,,24426
400,NATIONAL OPEN DATA PORTAL,The National Open Data Portal is an API interface that provides access to a large data repository of the public administration.,Cyprus,https://data.gov.cy/search?sort_by=changed&language=en,2014,,26484
401,NATIONAL PLAN FOR THE ADVANCEMENT OF LANGUAGE TECHNOLOGIES,A National Action Plan for advancement of Human Language Technologies in Spain.,Spain,https://www.plantl.gob.es/tecnologias-lenguaje/PTL/Bibliotecaimpulsotecnologiaslenguaje/Detalle%20del%20Plan/Plan-Impulso-Tecnologias-Lenguaje.pdf,2016,2020,16665
402,"NATIONAL PROGRAMME ""DIGITAL ECONOMY""",The national programme “Digital Economy” is an overarching programme aimed at achieving national goals in digital development.,Russian Federation,http://government.ru/info/35568/,2018,2024,24621
403,NATIONAL PROGRAMME FOR GOVERNMENT SCHOOLS: RESPONSIBLE AI FOR YOUTH,"The National e-Governance Division, Ministry of Electronics and Information Technology and Intel India have designed a national programme on responsible AI for government schools.",India,https://responsibleaiforyouth.negd.in/,2020,,26857
404,NATIONAL REGULATION ON AUTOMATED DECISION-MAKING,"In Finland, the Ministry of Justice and the Ministry of Finance are currently examining national regulation on automated decision-making.",Finland,https://julkaisut.valtioneuvosto.fi/bitstream/handle/10024/162355/OM_2020_14_S0.pdf?sequence=1,2020,,26806
405,NATIONAL RESEARCH COUNCIL OF CANADA'S AI FOR DESIGN AND SCIENTIFIC DISCOVERY CHALLENGE PROGRAM,The application of machine learning and AI to assist engineers and scientists to accelerate the innovation process.,Canada,https://nrc.canada.ca/en/research-development/research-collaboration/programs/artificial-intelligence-design-challenge-program,2019,,24661
406,NATIONAL RESEARCH PROGRAMME HEALTHY AGEING,To obtain the new scientific knowledge required to extend the duration of a healthy and quality life in Lithuania.,Lithuania,https://www.lmt.lt/lt/mokslo-finansavimas/valstybes-uzsakomieji-tyrimai/sveikas-senejimas-nmp/292,2015,2021,24609
407,NATIONAL ROBOTICS INITIATIVE 2.0: UBIQUITOUS COLLABORATIVE ROBOTS,"The NRI-2.0 program builds upon the original National Robotics Initiative (NRI) program to support fundamental research in the United States that will accelerate the development and use of collaborative robots (co-robots) that work beside or cooperatively with people. The focus of the NRI-2.0 program is on ubiquity, which in this context means seamless integration of co-robots to assist humans in every aspect of life.",United States,https://www.nsf.gov/funding/pgm_summ.jsp?pims_id=503641&org=CISE,2011,,25098
408,NATIONAL SECURITY COMMISSION ON AI,"An independent Commission ""to consider the methods and means necessary to advance the development of artificial intelligence, machine learning, and associated technologies to comprehensively address the national security and defense needs of the United States.""",United States,https://www.nscai.gov/home,2018,2021,24944
409,NATIONAL STANDARD IN THE FIELD OF ARTIFICIAL INTELLIGENCE IN CLINICAL MEDICINE (DRAFT),"The standard will regulate the methodological basis of the clinical trials process, the procedure for their conduct, accuracy indicators, audit and quality control of medical intelligent systems.",Russian Federation,https://www.rvc.ru/press-service/news/company/157490/,2020,,26947
411,NATIONAL STRATEGY FOR ARTIFICAL INTELLIGENCE DEVELOPMENT,"National Strategy for Artificial Intelligence (AI) Development was adopted by the Russian Presidents Decree of 10 October 2019 No 490 ""On the development of artificial intelligence in the Russian Federation"". The Strategy will serve as the basis for development and enhancement of state programmes and projects as well as strategic documents of state-owned corporations and companies that support AI development in Russia.",Russian Federation,http://www.kremlin.ru/acts/bank/44731,2019,,24901
412,NATIONAL STRATEGY FOR ARTIFICIAL INTELLIGENCE,The Norwegian national strategy for artificial intellgence (AI).,Norway,https://www.regjeringen.no/en/dokumenter/nasjonal-strategi-for-kunstig-intelligens/id2685594/,2020,,26464
413,NATIONAL STRATEGY FOR ARTIFICIAL INTELLIGENCE,"With the vision of “Going beyond an IT superpower to an AI superpower,” Korean ministries joined hands to establish the National Strategy for Artificial Intelligence, which includes Korea’s vision and strategy for the era of AI.",Korea,www.msit.go.kr,2020,,26497
414,NATIONAL STRATEGY FOR ARTIFICIAL INTELLIGENCE - AI PORTUGAL 2030,"The AI Portugal 2030 strategy aims to foster a collective process mobilizing citizens at large and key stakeholders in particular, towards building-up a knowledge intensive labour-market with a strong community of forefront companies producing and exporting AI technologies supported by research and innovation communities involved in excellent high level research.",Portugal,https://www.incode2030.gov.pt/sites/default/files/julho_incode_brochura.pdf,2019,2030,24270
415,National Strategy for Critical and Emerging Technologies,"On 15 October 2020, President Trump released the “National Strategy for Critical and Emerging Technologies”.",United States,https://www.whitehouse.gov/wp-content/uploads/2020/10/National-Strategy-for-CET.pdf,2020,,26910
417,National Strategy of Open Access to Scientific Information and Data,The strategy includes open access to publications and data (Data Management Plans) requirements for publicly funded research projects.,Czech Republic,https://e-zdroje.vsb.cz/akcni-plan-pro-implementaci-narodni-strategie-otevreneho-pristupu-ceske-republiky-k-vedeckym-informacim-na-leta-2017-2020/,2017,2020,26976
418,NATIONAL STRATEGY ON ARTIFICIAL INTELLIGENCE,"Recognising AI’s potential to transform economies and the need for India to strategise its approach, Hon’ble Finance Minister, in his budget speech for 2018 – 2019, mandated NITI Aayog to establish the National Program on AI, with a view to guiding the research and development in new and emerging technologies.",India,https://niti.gov.in/national-strategy-artificial-intelligence,2018,,24951
419,NATIONAL STRATEGY ON ARTIFICIAL INTELLIGENCE,"The objective of this plan: to propel France among the champions of artificial intelligence, with the following priorities: research, openness of data and ethical or societal issues.",France,http://www.enseignementsup-recherche.gouv.fr/cid128577/rapport-de-cedric-villani-donner-un-sens-a-l-intelligence-artificielle-ia.html,2018,2022,25374
422,NEXT GENERATION TECHNOLOGIES FUND,"The Next Generation Technologies Fund, managed by the Defence Science and Technology (DST) Group, is a AUD 730 million government initiative introduced with the Defence Industry Policy Statement in 2016 to foster innovation through closer collaboration between Defence, academia, industry and publically funded research organisations to jointly develop leap-ahead innovation and commercialisation opportunities. <br/><br/>The NGTF uses a number of collaboration mechanisms to deliver on its objectives. These include grand challenges, Defence Cooperative Research Centres, strategic partnerships with publically funded research agencies, academic research networks, the small business innovation research for Defence program, technology foresighting and the Defence Research Accelerator.",Australia,https://www.business.gov.au/centre-for-defence-industry-capability/defence-innovation/next-generation-technologies-fund,2016,,15112
424,NIH OFFICE OF SCIENCE POLICY,"The National Institutes of Health (NIH) Office of Science Policy (OSP) various offices and programs work on a wide range of issues including biosafety, biosecurity, genetic testing, genomic data sharing, human subjects protections, the organisation and management of the NIH, and the outputs and value of NIH-funded research.",United States,https://osp.od.nih.gov/,2012,,25434
425,NIST PRINCIPLES FOR EXPLAINABLE AI,"NIST has developed a draft report intended to stimulate a conversation about what we should expect of our decision-making devices, as part of a broader NIST effort to help develop trustworthy AI systems.",United States,https://www.nist.gov/system/files/documents/2020/08/17/NIST%20Explainable%20AI%20Draft%20NISTIR8312%20%281%29.pdf,2020,,26746
426,NORWEGIAN BIOTECHNOLOGY ADVISORY BOARD,The main tasks of the Norwegian Biotechnology Advisory Board is to evaluate the social and ethical consequences of modern biotechnology and to discuss usage which promotes sustainable development.,Norway,https://www.bioteknologiradet.no,1991,,24607
427,NORWEGIAN NATIONAL RESEARCH ETHICS COMMITTEES,"The Norwegian National Research Ethics Committees are independent agencies for questions regarding research ethics, and investigation of misconduct, within all subject areas.",Norway,https://www.etikkom.no/en,1990,,24826
428,"Notice 15/V - 113 (""Notice on the Authorization to Test Automated Driving Systems"")",Norice 15/V was published for the authorization to test automated driving systems on road traffic.,Spain,http://www.dgt.es/Galerias/seguridad-vial/normativa-legislacion/otras-normas/modificaciones/15.V-113-Vehiculos-Conduccion-automatizada.pdf,2015,,26817
429,"Notice 16 TV/89 (""Notice on Automatic Parking Systems"")",This Notice is related to automatic parking systems in motor vehicles.,Spain,http://www.dgt.es/Galerias/seguridad-vial/normativa-legislacion/otras-normas/modificaciones/2016/Instruccion_16_TV_89_,2016,,26818
430,NSF AI RESEARCH INSTITUTES,The National AI Research Institutes program enables longer-term research and U.S. leadership in AI through the creation of AI Research Institutes.,United States,https://www.nsf.gov/funding/pgm_summ.jsp?pims_id=505686,2020,,26744
431,NSF SUPPORT TO AI R&D,"NSF invests nearly $500 million annually in fundamental research, workforce development, and advanced, scalable computing resources that collectively advance artificial intelligence (AI).",United States,https://nsf.gov/cise/ai.jsp,2018,,24887
432,OBSERVATORY FOR ARTIFICIAL INTELLIGENCE IN WORK AND SOCIETY,"The observatory will (1) conduct technology foresight and impact assessment on AI in work and society, (2) foster the use of human-centred AI in the labour and social affairs administration, (3) support the building up of European and international structures, that are dedicated to AI (e. g. observatories), (4) contribute to the development of a legal/regulatory framework on AI in work and society.",Germany,https://denkfabrik-bmas.de,2019,,24186
434,OFFICE OF OFFSHORE REGULATORY PROGRAMS,"The Bureau of Safety and Environmental Enforcement’s is responsible for Outer Continental Shelf regulations and the associated policy documents, safety management programs, safety and pollution prevention research, technology assessments, inspection policies, and development and execution of the Bureau’s technical training.",United States,https://www.bsee.gov/what-we-do/offshore-regulatory-programs,2011,,25114
435,Online Harms White Paper and Bill,The UK aims to establish a new system of accountability and oversight for tech and AI companies.,United Kingdom,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/793360/Online_Harms_White_Paper.pdf,2019,,26954
436,OPEN DATA DIRECTIVE,The Directive on open data and the re-use of public sector information provides a common legal framework for a European market for government-held data (public sector information). It is built around two key pillars of the internal market: transparency and fair competition.,European Union,https://ec.europa.eu/digital-single-market/en/european-legislation-reuse-public-sector-information,2019,,24579
437,Open Data Initiatives (Data.gov.be and Statbel's Open Data),The Federal Government has established open data bases.,Belgium - Federal government,https://statbel.fgov.be/en/open-data,2017,,26905
438,OPEN DATA PORTAL,"The Federal government transposed the EU PSI Directive into the 2016 Law related to the re-use of public sector information, accompanied by the development of a Federal Open Data Strategy.",Belgium - Brussels Capital,http://opendatastore.brussels/fr/,2017,,23959
439,OPEN DATA PROJECT AND OPEN GOVERNMENT PARTNERSHIP,"Open Data Project aims to establish an open data portal to receive an advantage from using data produced by public resources by citizens, researchers, public institutions and organizations, state affiliates. This project also includes managing the regulations and legislations that are necessary steps to participate again Open Government Partnership.",Turkey,www.veri.gov.tr (to be announced and published),2020,,26589
440,OSIPTEL-Digital Transformation Plan,New way of doing things using information technologies having the telecommunication service user as the ultimate beneficiary.,Peru,https://www.osiptel.gob.pe/transformacion-digital/,2020,2022,26984
441,PAN-CANADIAN ARTIFICIAL INTELLIGENCE STRATEGY,"Provide the Canadian Institute for Advanced Research (CIFAR) with a contribution of $125 million (in Canadian dollars) to launch a Pan-Canadian Artificial Intelligence Strategy to retain and attract top academic talent, and to increase the number of post-graduate trainees and researchers studying artificial intelligence.",Canada,https://www.cifar.ca/ai/pan-canadian-artificial-intelligence-strategy,2017,,14828
443,PhD RESEARCH AND TRAINING GRANT PROGRAM,Grants are awarded to projects addressing strategic issues related to the future of Kazakhstan in priority areas of scientific and technological development defined by Higher Scientific-Technical Commission under the Government of the Republic of Kazakhstan.,Kazakhstan,http://www.fpip.kz/index.php/en/grant-programs/phd,2016,2020,25389
444,PHD SCHOLARSHIPS FOR TECHNOLOGICAL REVOLUTION AND DIGITAL TRANSFORMATION,"The National Research and Development Agency (ANID) is awarding scholarships to Chileans and foreigners with permanent residence in Chile to start or continue studies in topics such as digital transformation, artificial intelligence and data science.",Chile,https://www.anid.cl/concursos/concurso/?id=287,2020,2025,26734
446,PLAN FOR FEDERAL ENGAGEMENT IN DEVELOPING TECHNICAL STANDARDS AND RELATED TOOLS,"The plan recommends that the federal government “commit to deeper, consistent, long-term engagement” in activities to help the United States speed the pace of reliable, robust and trustworthy AI technology development.",United States,https://www.nist.gov/news-events/news/2019/08/plan-outlines-priorities-federal-agency-engagement-ai-standards-development,2019,,24334
447,PLAN NEXT TECH BRUSSELS,This plan aims to boost ICT entrepreneurship in the Brussels capital region.,Belgium - Brussels Capital,https://nexttech.brussels/wp-content/uploads/2017/01/PlanNextTech-2017-2020-fr.pdf,2017,2020,14797
448,PLAN TO RESPOND TO THE FOURTH INDUSTRIAL REVOLUTION FOR INNOVATIVE GROWTH,This initiative is the current Administrations grand S&T strategy or policy direction to respond to the Fourth Industrial Revolution.,Korea,http://www.msit.go.kr/web/msipContents/contentsView.do?cateId=mssw01174&artId=1373921,2018,2022,16841
449,PLATFORM INDUSTRY 4.0,Platform Industry 4.0 is a funded expert network in charge of coordinating and supporting the transition into the digital economy in industry and science to position Germany as a leading provider for such technologies and as a future centre for production.,Germany,http://www.plattform-i40.de,2015,,26571
450,PLATFORM INDUSTRY 4.0 AUSTRIA,"The Platform Industry 4.0 is a membership based non-profit association, providing a hub supporting policy coordination between relevant stakeholders.",Austria,https://plattformindustrie40.at/?lang=en,2015,,24048
451,POLAND-TAIWAN SCIENTIFIC COOPERATION,"Poland-Taiwan scientific cooperation is based on the agreement between the National Centre for Research and Development and the Ministry of Science and Technology of the Republic of China (originally established as the National Science Council of Taiwan) and consists in joint funding of scientific and R&D projects and organisation of scientific seminars, among others.",Poland,http://www.ncbr.gov.pl/en/programy-miedzynarodowe/bilateral-cooperation/taiwan/,2012,,13969
452,Poland's National AI Strategy,"The ""Policy for the Development of Artificial Intelligence in Poland from 2020"" is planned to be adopted by the Standing Committee of the Council of Ministers by the end of 2020.",Poland,https://www.gov.pl/web/cyfryzacja/rozwoj-sztucznej-inteligencji-w-polsce--wazna-decyzja,2020,,24268
454,POLICIES THAT REGULATE FINTECH INNOVATION,The increased use of data and machine learning algorithms in financial products and services can empower the American people by helping them make more informed decisions about their short-term and long-term financial goals.,United States,https://www.consumerfinance.gov/about-us/newsroom/bureau-issues-policies-facilitate-compliance-promote-innovation/,2019,,25004
455,POLICY AND INVESTMENT RECOMMENDATIONS FOR TRUSTWORTHY ARTIFICIAL INTELLIGENCE,"This Policy document, published in June 2019, puts forward recommendations that can guide Trustworthy AI towards sustainability, growth and competitiveness, as well as inclusion – while empowering, benefiting and protecting human beings.",European Union,https://ec.europa.eu/digital-single-market/en/news/policy-and-investment-recommendations-trustworthy-artificial-intelligence,2019,,24403
456,"POLICY ON RESEARCH ETHICS, BIOETHICS AND SCIENTIFIC INTEGRITY","Through Resolution 0314 of 2018, Columbia has adopted the Policy on Research Ethics, Bioethics and Scientific Integrity.",Colombia,https://minciencias.gov.co/normatividad/resolucion-0314-2018,2018,2023,26741
458,PRESIDENTIAL COMMITTEE ON THE FOURTH INDUSTRIAL REVOLUTION,"The Presidential Committee on the Fourth Industrial Revolution (PCFIR) is a presidential policy coordination body established for the purpose of making necessary preparations for the Fourth Industrial Revolution. PCFIR develops a comprehensive policy direction, strategy, action plans across ministries to better cope with the Fourth Industrial Revolution.",Korea,https://www.4th-ir.go.kr/,2017,,16688
459,PRINCIPLES AND IMPACT ANALYSIS GUIDE FOR THE DEVELOPMENT AND USE OF SYSTEMS BASED ON ARTIFICIAL INTELLIGENCE IN THE FEDERAL PUBLIC ADMINISTRATION,"In order to strengthen the responsible and ethical use of Artificial Intelligence for the common good, this guide was developed.",Mexico,https://www.gob.mx/cms/uploads/attachment/file/415644/Consolidado_Comentarios_Consulta_IA__1_.pdf,2018,,24666
460,Principles for safe and effective use of data and analytics,The Privacy Commissioner and the Government Chief Data Steward have jointly developed six key principles to support safe and effective data analytics.,New Zealand,https://www.privacy.org.nz/assets/Uploads/Principles-for-the-safe-and-effective-use-of-data-and-analytics-guidance3.pdf,2018,,26868
461,PRINCIPLES FOR US GOVERNMENT AI USE,"On December 3, 2020, President Donald J. Trump signed the Executive Order on Promoting the Use of Trustworthy Artificial Intelligence in the Federal Government, which establishes guidance for Federal agency adoption of Artificial Intelligence (AI).",United States,https://www.whitehouse.gov/presidential-actions/executive-order-promoting-use-trustworthy-artificial-intelligence-federal-government/,2020,,26979
462,PRINCIPLES OF NEXT-GENERATION AI GOVERNANCE - RESPONSIBLE AI,"This initiative highlights the theme of developing responsible artificial intelligence, emphasizing the eight principles of harmony, friendliness, fairness, inclusiveness, respect for privacy, security and controllability, shared responsibility, open collaboration, and agile governance.",China,http://most.gov.cn/kjbgz/201906/t20190617_147107.htm,2019,,24427
463,"PRINCIPLES TO PROMOTE FAIRNESS, ETHICS, ACCOUNTABILITY AND TRANSPARENCY IN THE USE OF ARTIFICIAL INTELLIGENCE AND DATA ANALYTICS IN SINGAPORE'S FINANCIAL SECTOR",The FEAT Principles document contains a set of generally accepted Principles for the use of artificial intelligence and data analytics in decision-making in the provision of financial products and services.,Singapore,https://www.mas.gov.sg/publications/monographs-or-information-paper/2018/FEAT,2018,,24572
465,PROGRAM FOR THE DEVELOMENT OF THE SOFTWARE INDUSTRY AND INNOVATION (IA),"One of the public programs that is linked to AI in Mexico, is the Program for the Development of the Software Industry (PROSOFT) and Innovation, of the Ministry of Economy, which promotes the creation of Industrial Innovation Centers.<br/>PROSOFT and Innovation have supported the creation of two Industrial Innovation Centers that promote the development and adoption of AI in the different regions of the country, examples of this are: <br/><br/>• The “Center for Industrial Innovation in AI of the Monterrey IT Cluster”, which seeks to facilitate the development of human capital for the adoption of Industry 4.0 models, through the availability of specialized technologies based on AI, in addition to having a Development Laboratory with focus on AI technology.<br/><br/>• The ""Center for Industrial Innovation in AI Engineering for the special economic zone of Yucatan"", which seeks to contribute to the academic training of specialized human talent and the generation of intelligent goods and services articulated to the demand of the industry, under a collaborative and participatory governance model, also seeks to create the first master degree of AI in industry 4.0 in Latin America.",Mexico,http://prosoft.economia.gob.mx/,2016,,25006
467,PROJECT ON FOSTERING PRODUCTIVE INNOVATION,"In 2016 the Parliament of the Republic of Kazakhstan ratified a Loan Agreement for the Project ""Fostering Productive Innovation” which was signed between the Republic of Kazakhstan and the International Bank for Reconstruction and Development. A joint project of the Government of Kazakhstan and the World Bank aimed at strengthening the capacity of key institutions of the national innovation system, suggests the introduction of market mechanisms for the selection and support of innovative projects and technology start-ups, as well as stimulating the participation of the private sector.",Kazakhstan,http://fpip.kz/index.php/en/,2016,2020,25228
469,PROSPERITY THROUGH INNOVATION,Innovation and Science Australia report to the Australian Government – Australia<br/>2030: Prosperity through innovation (the 2030 Plan) sets out the path to a more innovative Australia in<br/>2030.,Australia,https://www.industry.gov.au/data-and-publications/australia-2030-prosperity-through-innovation,2017,,24354
470,PROTECTING THE UNITED STATES ADVANTAGE IN ARTIFICIAL INTELLIGENCE AND RELATED CRITICAL TECHNOLOGIES,The National Security Strategy and the National Defense Strategy both address how the United States plans to maintain its competitive advantage.,United States,https://www.whitehouse.gov/wp-content/uploads/2017/12/NSS-Final-12-18-2017-0905.pdf,2018,,24278
471,Public data portal,The public data portal is an API interface that provides access to a large data repository of the public administration.,Hungary,https://kozadat.hu/kereso/,2020,,26769
472,"PUBLIC-PRIVATE PARTNERSHIP ON AI, DATA AND ROBOTICS",Creation of a new public-private partnership on AI Data and Robotics to derive a strategy for Europe on this topic.,European Union,https://www.eu-robotics.net/cms/upload/downloads/VISION_AI-PPP_euRobotics-BDVA-Final.pdf,2014,2020,26437
473,Punku-Open data site -telecommunication services,"Open data site with a computing tool that allows users to obtain statistical reports of the main indicators in the telecommucation markets (economic and financial performance, and user complaints).",Peru,punku.osiptel.gob.pe,2019,,26985
474,R&D (INDUSTRIAL RESEARCH),The R&D projects (Industrial research) program (previously: Explore) enables companies or research institutes to acquire scientific knowledge in order to achieve a predetermined industrial or commercial goal. The result of this project leads to the development of a proof of business or a prototype.,Belgium - Brussels Capital,https://innoviris.brussels/rd-projects,1986,,25360
476,R&D COMPETITIVENESS AND EXCELLENCE COOPERATION PROGRAMMES,The programme supports the solution of major and complex tasks and the achievement of R&D and innovation results in several areas of expertise in the cooperation of the most outstanding actors in the field.,Hungary,www.palyazat.gov.hu,2015,2018,16208
477,R&D PROJECTS (EXPERIMENTAL DEVELOPMENT),"Experimental development may be defined as the activity which targets the application of the results of industrial research in the form of prototype products, processes, or services, which may not be used for commercial purposes before the end of the project.",Belgium - Brussels Capital,https://innoviris.brussels/rd-projects,1986,,15323
478,R&D WORKFORCE TRAINING,Multiple agencies allocate funds for R&D workforce training.,United States,https://www.whitehouse.gov/ai/ai-american-worker/,2019,,24486
481,REGIONAL INNOVATION PLAN,"The Regional Innovation Plan is the upshot of a comprehensive and inclusive process. More than 200 people from different sectors were consulted, including companies, colleges and universities, (regional) public institutions, representatives of the other Belgian Regions and Communities, professional associations and civil society.",Belgium - Brussels Capital,http://www.innoviris.be/en/rdi-policy/regional-innovation-plan,2016,2020,2316
482,REGULATION AND STANDARDISATION OF TECHNOLOGY ACQUISITIONS AND/OR DEVELOPMENT OF MANAGEMENT SUPPORT COMPUTER SYSTEMS,"Guideline to rationalize the use of public resources, especially those destined to the acquisition of electronic equipment, as well as those aimed at the development of computer programs and / or developments of computer systems to support its management.",Costa Rica,https://www.imprentanacional.go.cr/pub/2019/07/10/COMP_10_07_2019.pdf,2019,,25917
483,REGULATORY SANDBOX,"This initiative grants a regulatory waiver for a set amount of time to businesses, allowing them to test innovative products, services and business models in the market.",Korea,https://english.msit.go.kr/english/main/main.do,2019,,24294
