,doc_type,dest_title,source_title,dest_path,source_arxiv_url,match_type,matched_info,matched_text
246,nesta,Data Ethics Framework,Manipulating and Measuring Model Interpretability,data-ethics-framework.txt,http://arxiv.org/abs/1802.07810v4,by_author,Hanna Wallach," Crawford, Aaron Shapiro and 
Hanna Wallach, “The Problem with Bias: From "
247,nesta,"Ethical, Social and Political Challenges of AI in Health","Why Fairness Cannot Be Automated: Bridging the Gap Between EU
  Non-Discrimination Law and AI",ethical-social-and-political-challenges-of-ai-in-health.txt,http://arxiv.org/abs/2005.05906v1,by_author,Brent Mittelstadt,"y  patient-HCP  dynamic.  Dr 
Brent Mittelstadt (Research Fellow at the Oxford"
248,nesta,"Ethical, Social and Political Challenges of AI in Health","Why Fairness Cannot Be Automated: Bridging the Gap Between EU
  Non-Discrimination Law and AI",ethical-social-and-political-challenges-of-ai-in-health.txt,http://arxiv.org/abs/2005.05906v1,by_author,Brent Mittelstadt,"0.html
102. Interview with Dr Brent Mittelstadt, 1st February 2018
ETHICAL, SO"
249,nesta,"Ethical, Social and Political Challenges of AI in Health","Why Fairness Cannot Be Automated: Bridging the Gap Between EU
  Non-Discrimination Law and AI",ethical-social-and-political-challenges-of-ai-in-health.txt,http://arxiv.org/abs/2005.05906v1,by_author,Brent Mittelstadt,"uary 2018
166. Interview with Brent Mittelstadt, 1st February 2018
167. Lazer,"
250,nesta,"Ethical, Social and Political Challenges of AI in Health","Why Fairness Cannot Be Automated: Bridging the Gap Between EU
  Non-Discrimination Law and AI",ethical-social-and-political-challenges-of-ai-in-health.txt,http://arxiv.org/abs/2005.05906v1,by_author,Brent Mittelstadt,"rsity School 
of Medicine
 Dr Brent Mittelstadt, Research Fellow and British A"
251,nesta,Leading the way into the era of artificial intelligence,"A Decision-Theoretic Approach for Model Interpretability in Bayesian
  Framework",leading-the-way-into-the-era-of-artificial-intelligence.txt,http://arxiv.org/abs/1910.09358v2,by_author,Samuel Kaski,"ased on them compiled by: 
•  Samuel Kaski, Academy Professor at Aalto Un"
252,nesta,Leading the way into the era of artificial intelligence,"A Decision-Theoretic Approach for Model Interpretability in Bayesian
  Framework",leading-the-way-into-the-era-of-artificial-intelligence.txt,http://arxiv.org/abs/1910.09358v2,by_author,Samuel Kaski,"ent)
Sonja Ängeslevä (Zynga) 
Samuel Kaski (Aalto University)
Antti Vasar"
253,nesta,Leading the way into the era of artificial intelligence,"A Decision-Theoretic Approach for Model Interpretability in Bayesian
  Framework",leading-the-way-into-the-era-of-artificial-intelligence.txt,http://arxiv.org/abs/1910.09358v2,by_author,Samuel Kaski,"scher, Leadership Akatemia
•  Samuel Kaski, Aalto University
•  Ilkka Kiv"
254,nesta,Leading the way into the era of artificial intelligence,"A Decision-Theoretic Approach for Model Interpretability in Bayesian
  Framework",leading-the-way-into-the-era-of-artificial-intelligence.txt,http://arxiv.org/abs/1910.09358v2,by_author,Samuel Kaski,"ieto
•  Topi Järvinen, PwC
•  Samuel Kaski, Aalto University
•  Outi Kesk"
255,nesta,Leading the way into the era of artificial intelligence,"A Decision-Theoretic Approach for Model Interpretability in Bayesian
  Framework",leading-the-way-into-the-era-of-artificial-intelligence.txt,http://arxiv.org/abs/1910.09358v2,by_author,Samuel Kaski,"  Antti Karjaluoto, DIMECC
•  Samuel Kaski, Aalto University 
•  Ilkka Ki"
256,nesta,National Strategy for AI - Discussion Document,"If Only We Had Better Counterfactual Explanations: Five Key Deficits to
  Rectify in the Evaluation of Counterfactual XAI Techniques",national-strategy-for-ai-discussion-document.txt,http://arxiv.org/abs/2103.01035v1,by_author,Barry Smyth,"f data generated in 2016. 
As Barry Smyth, Professor of Computer science"
257,nesta,National Strategy for AI - Discussion Document,"Good Counterfactuals and Where to Find Them: A Case-Based Technique for
  Generating Counterfactuals for Explainable AI (XAI)",national-strategy-for-ai-discussion-document.txt,http://arxiv.org/abs/2005.13997v1,by_author,Barry Smyth,"f data generated in 2016. 
As Barry Smyth, Professor of Computer science"
258,nesta,National Strategy for AI - Discussion Document,"A Few Good Counterfactuals: Generating Interpretable, Plausible and
  Diverse Counterfactual Explanations",national-strategy-for-ai-discussion-document.txt,http://arxiv.org/abs/2101.09056v1,by_author,Barry Smyth,"f data generated in 2016. 
As Barry Smyth, Professor of Computer science"
259,nesta,National Strategy for AI - Discussion Document,"Generating Plausible Counterfactual Explanations for Deep Transformers
  in Financial Text Classification",national-strategy-for-ai-discussion-document.txt,http://arxiv.org/abs/2010.12512v1,by_author,Barry Smyth,"f data generated in 2016. 
As Barry Smyth, Professor of Computer science"
260,nesta,AI and National Security,Proceedings of NIPS 2017 Symposium on Interpretable Machine Learning,ai-and-national-security.txt,http://arxiv.org/abs/1711.09889v3,by_author,Jason Yosinski,"gh-
in.html.
49  Nguyen, Anh, Jason Yosinski, and Jeff Clune. “Deep neural "
261,nesta,AI and National Security,Proceedings of NIPS 2017 Symposium on Interpretable Machine Learning,ai-and-national-security.txt,http://arxiv.org/abs/1711.09889v3,by_author,Jason Yosinski,"reats.html.
117  Nguyen, Anh, Jason Yosinski, and Jeff Clune. “Deep neural "
262,nesta,AI and National Security,Neural Additive Models: Interpretable Machine Learning with Neural Nets,ai-and-national-security.txt,http://arxiv.org/abs/2004.13912v1,by_author,Geoffrey E. Hinton,"ky, Alex, Ilya Sutskever, and Geoffrey E. Hinton. “ImageNet classification with"
263,nesta,AI and National Security,"Toward Trustworthy AI Development: Mechanisms for Supporting Verifiable
  Claims",ai-and-national-security.txt,http://arxiv.org/abs/2004.07213v2,by_author,Paul Scharre,"rts of military activity. 
As Paul Scharre has written, “Ultra-cheap 3D-p"
264,nesta,AI and National Security,"Toward Trustworthy AI Development: Mechanisms for Supporting Verifiable
  Claims",ai-and-national-security.txt,http://arxiv.org/abs/2004.07213v2,by_author,Paul Scharre,"ght also pose a serious risk. Paul Scharre 
has pointed out that autonomo"
265,nesta,AI and National Security,Understanding Neural Networks via Feature Visualization: A survey,ai-and-national-security.txt,http://arxiv.org/abs/1904.08939v1,by_author,Jason Yosinski,"gh-
in.html.
49  Nguyen, Anh, Jason Yosinski, and Jeff Clune. “Deep neural "
266,nesta,AI and National Security,Understanding Neural Networks via Feature Visualization: A survey,ai-and-national-security.txt,http://arxiv.org/abs/1904.08939v1,by_author,Jason Yosinski,"reats.html.
117  Nguyen, Anh, Jason Yosinski, and Jeff Clune. “Deep neural "
267,nesta,AI and National Security,Understanding Neural Networks via Feature Visualization: A survey,ai-and-national-security.txt,http://arxiv.org/abs/1904.08939v1,by_author,Jeff Clune,"yen, Anh, Jason Yosinski, and Jeff Clune. “Deep neural networks are eas"
268,nesta,AI and National Security,Understanding Neural Networks via Feature Visualization: A survey,ai-and-national-security.txt,http://arxiv.org/abs/1904.08939v1,by_author,Jeff Clune,"yen, Anh, Jason Yosinski, and Jeff Clune. “Deep neural networks are eas"
269,nesta,2016-2019 Progress Report: Advancing Artificial Intelligence R&D,"Toward Trustworthy AI Development: Mechanisms for Supporting Verifiable
  Claims",2016-2019-progress-report-advancing-artificial-intelligence-randd.txt,http://arxiv.org/abs/2004.07213v2,by_author,Yoshua Bengio,"Toronto (and now Google) and 
Yoshua Bengio of McGill University, Montreal"
270,nesta,2016-2019 Progress Report: Advancing Artificial Intelligence R&D,Interpretable Convolutional Filters with SincNet,2016-2019-progress-report-advancing-artificial-intelligence-randd.txt,http://arxiv.org/abs/1811.09725v2,by_author,Yoshua Bengio,"Toronto (and now Google) and 
Yoshua Bengio of McGill University, Montreal"
271,nesta,"The Malicious Use of AI: Forecasting, Prevention, and Mitigation","Domain Knowledge Aided Explainable Artificial Intelligence for Intrusion
  Detection and Response",the-malicious-use-of-ai-forecasting-prevention-and-mitigation.txt,http://arxiv.org/abs/1911.09853v2,by_author,Mike Rogers,"thors of this report, Admiral Mike Rogers, the Director 
of the National"
272,nesta,"The Malicious Use of AI: Forecasting, Prevention, and Mitigation","Toward Trustworthy AI Development: Mechanisms for Supporting Verifiable
  Claims",the-malicious-use-of-ai-forecasting-prevention-and-mitigation.txt,http://arxiv.org/abs/2004.07213v2,by_author,Miles Brundage,"f
Peter Eckersley
Bobby Filar
Miles Brundage
Ben Garfinkel
Hyrum Anderson
C"
273,nesta,"The Malicious Use of AI: Forecasting, Prevention, and Mitigation","Toward Trustworthy AI Development: Mechanisms for Supporting Verifiable
  Claims",the-malicious-use-of-ai-forecasting-prevention-and-mitigation.txt,http://arxiv.org/abs/2004.07213v2,by_author,Miles Brundage,"
On February 19 and 20, 2017, Miles Brundage of the Future of 
Humanity Ins"
274,nesta,"The Malicious Use of AI: Forecasting, Prevention, and Mitigation","Toward Trustworthy AI Development: Mechanisms for Supporting Verifiable
  Claims",the-malicious-use-of-ai-forecasting-prevention-and-mitigation.txt,http://arxiv.org/abs/2004.07213v2,by_author,Miles Brundage,"he Study of Existential Risk 
Miles Brundage, Future of Humanity Institute "
275,nesta,"The Malicious Use of AI: Forecasting, Prevention, and Mitigation","Toward Trustworthy AI Development: Mechanisms for Supporting Verifiable
  Claims",the-malicious-use-of-ai-forecasting-prevention-and-mitigation.txt,http://arxiv.org/abs/2004.07213v2,by_author,Shahar Avin,"d Mitigation
February  2018
  Shahar Avin
Allan Dafoe
  Jack Clark
Paul "
276,nesta,"The Malicious Use of AI: Forecasting, Prevention, and Mitigation","Toward Trustworthy AI Development: Mechanisms for Supporting Verifiable
  Claims",the-malicious-use-of-ai-forecasting-prevention-and-mitigation.txt,http://arxiv.org/abs/2004.07213v2,by_author,Shahar Avin,"
Humanity Institute (FHI) and Shahar Avin of the Centre for the 
Study o"
277,nesta,"The Malicious Use of AI: Forecasting, Prevention, and Mitigation","Toward Trustworthy AI Development: Mechanisms for Supporting Verifiable
  Claims",the-malicious-use-of-ai-forecasting-prevention-and-mitigation.txt,http://arxiv.org/abs/2004.07213v2,by_author,Shahar Avin,"entre for Effective Altruism 
Shahar Avin, Centre for the Study of Exist"
278,nesta,"The Malicious Use of AI: Forecasting, Prevention, and Mitigation","Toward Trustworthy AI Development: Mechanisms for Supporting Verifiable
  Claims",the-malicious-use-of-ai-forecasting-prevention-and-mitigation.txt,http://arxiv.org/abs/2004.07213v2,by_author,Haydn Belfield,"n Yampolskiy
Jacob Steinhardt
Haydn Belfield
Owain Evans
Dario Amodei
 
9  "
279,nesta,"The Malicious Use of AI: Forecasting, Prevention, and Mitigation","Toward Trustworthy AI Development: Mechanisms for Supporting Verifiable
  Claims",the-malicious-use-of-ai-forecasting-prevention-and-mitigation.txt,http://arxiv.org/abs/2004.07213v2,by_author,Helen Toner,"foe
  Jack Clark
Paul Scharre
Helen Toner
Thomas Zeitzoff
Peter Eckersle"
280,nesta,"The Malicious Use of AI: Forecasting, Prevention, and Mitigation","Toward Trustworthy AI Development: Mechanisms for Supporting Verifiable
  Claims",the-malicious-use-of-ai-forecasting-prevention-and-mitigation.txt,http://arxiv.org/abs/2004.07213v2,by_author,Helen Toner,"he Study of Existential Risk 
Helen Toner, Open Philanthropy Project 
An"
281,nesta,"The Malicious Use of AI: Forecasting, Prevention, and Mitigation","Toward Trustworthy AI Development: Mechanisms for Supporting Verifiable
  Claims",the-malicious-use-of-ai-forecasting-prevention-and-mitigation.txt,http://arxiv.org/abs/2004.07213v2,by_author,Jade Leung,"iddharth Garg, 
Martina Kunz, Jade Leung, Katherine Fletcher, Jan Leike"
282,nesta,"The Malicious Use of AI: Forecasting, Prevention, and Mitigation","Toward Trustworthy AI Development: Mechanisms for Supporting Verifiable
  Claims",the-malicious-use-of-ai-forecasting-prevention-and-mitigation.txt,http://arxiv.org/abs/2004.07213v2,by_author,Andrew Trask,", Smitha Milli, Itzik Kotler, Andrew Trask, Siddharth Garg, 
Martina Kunz"
283,nesta,"The Malicious Use of AI: Forecasting, Prevention, and Mitigation","Toward Trustworthy AI Development: Mechanisms for Supporting Verifiable
  Claims",the-malicious-use-of-ai-forecasting-prevention-and-mitigation.txt,http://arxiv.org/abs/2004.07213v2,by_author,Andrew Trask,"r, Open Philanthropy Project 
Andrew Trask, University of Oxford 
Roman Y"
284,nesta,"The Malicious Use of AI: Forecasting, Prevention, and Mitigation","Toward Trustworthy AI Development: Mechanisms for Supporting Verifiable
  Claims",the-malicious-use-of-ai-forecasting-prevention-and-mitigation.txt,http://arxiv.org/abs/2004.07213v2,by_author,Jack Clark,"8
  Shahar Avin
Allan Dafoe
  Jack Clark
Paul Scharre
Helen Toner
Thoma"
285,nesta,"The Malicious Use of AI: Forecasting, Prevention, and Mitigation","Toward Trustworthy AI Development: Mechanisms for Supporting Verifiable
  Claims",the-malicious-use-of-ai-forecasting-prevention-and-mitigation.txt,http://arxiv.org/abs/2004.07213v2,by_author,Jack Clark,"inceton University Center  
 
Jack Clark, OpenAI 
Guy Collyer, Organiza"
286,nesta,"The Malicious Use of AI: Forecasting, Prevention, and Mitigation","Toward Trustworthy AI Development: Mechanisms for Supporting Verifiable
  Claims",the-malicious-use-of-ai-forecasting-prevention-and-mitigation.txt,http://arxiv.org/abs/2004.07213v2,by_author,Peter Eckersley,"e
Helen Toner
Thomas Zeitzoff
Peter Eckersley
Bobby Filar
Miles Brundage
Ben"
287,nesta,"The Malicious Use of AI: Forecasting, Prevention, and Mitigation","Toward Trustworthy AI Development: Mechanisms for Supporting Verifiable
  Claims",the-malicious-use-of-ai-forecasting-prevention-and-mitigation.txt,http://arxiv.org/abs/2004.07213v2,by_author,Peter Eckersley,"Future of Humanity Institute 
Peter Eckersley, Electronic Frontier Foundatio"
288,nesta,"The Malicious Use of AI: Forecasting, Prevention, and Mitigation","Toward Trustworthy AI Development: Mechanisms for Supporting Verifiable
  Claims",the-malicious-use-of-ai-forecasting-prevention-and-mitigation.txt,http://arxiv.org/abs/2004.07213v2,by_author,Ben Laurie,"ind/Future of Life Institute 
Ben Laurie, DeepMind 
Jan Leike, DeepMind"
289,nesta,"The Malicious Use of AI: Forecasting, Prevention, and Mitigation","Toward Trustworthy AI Development: Mechanisms for Supporting Verifiable
  Claims",the-malicious-use-of-ai-forecasting-prevention-and-mitigation.txt,http://arxiv.org/abs/2004.07213v2,by_author,Amanda Askell,"Future of Humanity Institute 
Amanda Askell, Centre for Effective Altruism"
290,nesta,"The Malicious Use of AI: Forecasting, Prevention, and Mitigation","Toward Trustworthy AI Development: Mechanisms for Supporting Verifiable
  Claims",the-malicious-use-of-ai-forecasting-prevention-and-mitigation.txt,http://arxiv.org/abs/2004.07213v2,by_author,Seán Ó hÉigeartaigh,"har
Michael Page
Heather Roff
Seán Ó hÉigeartaigh
  Clare Lyle
 Joanna Bryson 
G"
291,nesta,"The Malicious Use of AI: Forecasting, Prevention, and Mitigation","Toward Trustworthy AI Development: Mechanisms for Supporting Verifiable
  Claims",the-malicious-use-of-ai-forecasting-prevention-and-mitigation.txt,http://arxiv.org/abs/2004.07213v2,by_author,Seán Ó hÉigeartaigh,"Future of Humanity Institute 
Seán Ó hÉigeartaigh, Centre for the Study of Exist"
292,nesta,"The Malicious Use of AI: Forecasting, Prevention, and Mitigation","Toward Trustworthy AI Development: Mechanisms for Supporting Verifiable
  Claims",the-malicious-use-of-ai-forecasting-prevention-and-mitigation.txt,http://arxiv.org/abs/2004.07213v2,by_author,Allan Dafoe,"
February  2018
  Shahar Avin
Allan Dafoe
  Jack Clark
Paul Scharre
Hele"
293,nesta,"The Malicious Use of AI: Forecasting, Prevention, and Mitigation","Toward Trustworthy AI Development: Mechanisms for Supporting Verifiable
  Claims",the-malicious-use-of-ai-forecasting-prevention-and-mitigation.txt,http://arxiv.org/abs/2004.07213v2,by_author,Allan Dafoe,"cca Crootof, Yale Law School 
Allan Dafoe, Yale University 
Eric Drexler"
294,nesta,"The Malicious Use of AI: Forecasting, Prevention, and Mitigation","Toward Trustworthy AI Development: Mechanisms for Supporting Verifiable
  Claims",the-malicious-use-of-ai-forecasting-prevention-and-mitigation.txt,http://arxiv.org/abs/2004.07213v2,by_author,Paul Scharre,"Avin
Allan Dafoe
  Jack Clark
Paul Scharre
Helen Toner
Thomas Zeitzoff
Pe"
295,nesta,"The Malicious Use of AI: Forecasting, Prevention, and Mitigation","Toward Trustworthy AI Development: Mechanisms for Supporting Verifiable
  Claims",the-malicious-use-of-ai-forecasting-prevention-and-mitigation.txt,http://arxiv.org/abs/2004.07213v2,by_author,Paul Scharre,"d/Arizona State University 
 
Paul Scharre, Center for a New American Sec"
296,nesta,"The Malicious Use of AI: Forecasting, Prevention, and Mitigation","Toward Trustworthy AI Development: Mechanisms for Supporting Verifiable
  Claims",the-malicious-use-of-ai-forecasting-prevention-and-mitigation.txt,http://arxiv.org/abs/2004.07213v2,by_author,Carrick Flynn,"
Ben Garfinkel
Hyrum Anderson
Carrick Flynn
Sebastian Farquhar
Michael Pag"
297,nesta,"The Malicious Use of AI: Forecasting, Prevention, and Mitigation","Toward Trustworthy AI Development: Mechanisms for Supporting Verifiable
  Claims",the-malicious-use-of-ai-forecasting-prevention-and-mitigation.txt,http://arxiv.org/abs/2004.07213v2,by_author,Carrick Flynn,"Future of Humanity Institute 
Carrick Flynn, Future of Humanity Institute "
298,nesta,"The Malicious Use of AI: Forecasting, Prevention, and Mitigation","`Why didn't you allocate this task to them?' Negotiation-Aware Task
  Allocation and Contrastive Explanation Generation",the-malicious-use-of-ai-forecasting-prevention-and-mitigation.txt,http://arxiv.org/abs/2002.01640v3,by_author,Subbarao Kambhampati,"
Weitzdorfer, Emma Bates, and Subbarao Kambhampati. Any 
remaining errors are the"
299,nesta,Bots at the Gate - Human Rights and ADS,The invisible power of fairness. How machine learning shapes democracy,bots-at-the-gate-human-rights-and-ads.txt,http://arxiv.org/abs/1903.09493v1,by_author,Bruno Lepri,"d-sex-offenders/237340/>
168  Bruno Lepri et al. (2017), “Fair transpare"
300,nesta,Bots at the Gate - Human Rights and ADS,The invisible power of fairness. How machine learning shapes democracy,bots-at-the-gate-human-rights-and-ads.txt,http://arxiv.org/abs/1903.09493v1,by_author,Bruno Lepri,"E-017-33462>.
308 
Ibid.
309  Bruno Lepri et al. (2017), “Fair transpare"
301,nesta,Algorithmic Impact Assessment - A Practical Framework for Public Agency Accountability,"What does it mean to solve the problem of discrimination in hiring?
  Social, technical and legal perspectives from the UK on automated hiring
  systems",algorithmic-impact-assessment-a-practical-framework-for-public-agency-accountability.txt,http://arxiv.org/abs/1910.06144v2,by_author,Lilian Edwards,"ash. L. Rev. 85 (2007): 1249; Lilian Edwards and 
Michael Veale, “Slave to "
302,nesta,Algorithmic Impact Assessment - A Practical Framework for Public Agency Accountability,Manipulating and Measuring Model Interpretability,algorithmic-impact-assessment-a-practical-framework-for-public-agency-accountability.txt,http://arxiv.org/abs/1802.07810v4,by_author,Hanna Wallach," Crawford, Aaron Shapiro and 
Hanna Wallach, “The Problem with Bias: From "
303,nesta,Algorithms in decisionmaking,Interpretability via Model Extraction,algorithms-in-decisionmaking.txt,http://arxiv.org/abs/1706.09773v4,by_author,Osbert Bastani," their own explanations. 
See Osbert Bastani, Carolyn Kim and Hamsa Bastani"
304,nesta,Algorithms in decisionmaking,Interpretability via Model Extraction,algorithms-in-decisionmaking.txt,http://arxiv.org/abs/1706.09773v4,by_author,Carolyn Kim,"nations. 
See Osbert Bastani, Carolyn Kim and Hamsa Bastani, “Interpreta"
305,nesta,Algorithms in decisionmaking,Interpretability via Model Extraction,algorithms-in-decisionmaking.txt,http://arxiv.org/abs/1706.09773v4,by_author,Hamsa Bastani,"bert Bastani, Carolyn Kim and Hamsa Bastani, “Interpretability via Model E"
306,nesta,Algorithms in decisionmaking,"Toward Trustworthy AI Development: Mechanisms for Supporting Verifiable
  Claims",algorithms-in-decisionmaking.txt,http://arxiv.org/abs/2004.07213v2,by_author,Adrian Weller," 
algorithmic systems”.138 Dr Adrian Weller of the Alan Turing Institute e"
307,nesta,Algorithms in decisionmaking,"Toward Trustworthy AI Development: Mechanisms for Supporting Verifiable
  Claims",algorithms-in-decisionmaking.txt,http://arxiv.org/abs/2004.07213v2,by_author,Adrian Weller,"development community
43.  Dr Adrian Weller from the Alan Turing Institute"
308,nesta,Algorithms in decisionmaking,"Toward Trustworthy AI Development: Mechanisms for Supporting Verifiable
  Claims",algorithms-in-decisionmaking.txt,http://arxiv.org/abs/2004.07213v2,by_author,Adrian Weller,"ill not be liable for”.162 Dr Adrian Weller of 
the Alan Turing Institute "
309,nesta,Algorithms in decisionmaking,"Toward Trustworthy AI Development: Mechanisms for Supporting Verifiable
  Claims",algorithms-in-decisionmaking.txt,http://arxiv.org/abs/2004.07213v2,by_author,Adrian Weller,"al Academy of Engineering; Dr Adrian Weller, Turing Fellow, 
Alan Turing I"
310,nesta,Algorithms in decisionmaking,"Why Fairness Cannot Be Automated: Bridging the Gap Between EU
  Non-Discrimination Law and AI",algorithms-in-decisionmaking.txt,http://arxiv.org/abs/2005.05906v1,by_author,Sandra Wachter,"
Principles and codes
49.  Dr Sandra Wachter of the Oxford Internet Institu"
311,nesta,Algorithms in decisionmaking,"Why Fairness Cannot Be Automated: Bridging the Gap Between EU
  Non-Discrimination Law and AI",algorithms-in-decisionmaking.txt,http://arxiv.org/abs/2005.05906v1,by_author,Sandra Wachter,"jority of decisions.”
74.  Dr Sandra Wachter of the Oxford Internet Institu"
312,nesta,Algorithms in decisionmaking,"Why Fairness Cannot Be Automated: Bridging the Gap Between EU
  Non-Discrimination Law and AI",algorithms-in-decisionmaking.txt,http://arxiv.org/abs/2005.05906v1,by_author,Sandra Wachter,"n our current inquiry too, Dr Sandra Wachter of the Oxford 
Internet Instit"
313,nesta,Algorithms in decisionmaking,"Why Fairness Cannot Be Automated: Bridging the Gap Between EU
  Non-Discrimination Law and AI",algorithms-in-decisionmaking.txt,http://arxiv.org/abs/2005.05906v1,by_author,Sandra Wachter,"Advocacy Officer, Liberty; Dr Sandra Wachter, Lawyer 
and Researcher in Dat"
314,nesta,Algorithms in decisionmaking,"""How do I fool you?"": Manipulating User Trust via Misleading Black Box
  Explanations",algorithms-in-decisionmaking.txt,http://arxiv.org/abs/1911.06473v1,by_author,Osbert Bastani," their own explanations. 
See Osbert Bastani, Carolyn Kim and Hamsa Bastani"
315,nesta,AI at the Service of Citizens,"Toward Trustworthy AI Development: Mechanisms for Supporting Verifiable
  Claims",ai-at-the-service-of-citizens.txt,http://arxiv.org/abs/2004.07213v2,by_author,Allan Dafoe," Katja Grace, John Salvatier, Allan Dafoe, Baobao Zhang, Owain Evans, Fu"
316,nesta,AI at the Service of Citizens,"Toward Trustworthy AI Development: Mechanisms for Supporting Verifiable
  Claims",ai-at-the-service-of-citizens.txt,http://arxiv.org/abs/2004.07213v2,by_author,Yoshua Bengio," to artificial intelligence.
(Yoshua Bengio)
The introduction of Artificia"
317,nesta,AI at the Service of Citizens,"Essential requirements for establishing and operating data trusts:
  practical guidance based on a working meeting of fifteen Canadian
  organizations and initiatives",ai-at-the-service-of-citizens.txt,http://arxiv.org/abs/2005.06604v1,by_author_abbreviation,A\. Smith,"y
BIBLIOGRAPHY 
J. Anderson - A. Smith, AI, Robotics, and the Future "
318,nesta,AI at the Service of Citizens,The invisible power of fairness. How machine learning shapes democracy,ai-at-the-service-of-citizens.txt,http://arxiv.org/abs/1903.09493v1,by_author,Antonio Santangelo,"o di Torino and
in particular Antonio Santangelo for their collaboration in dra"
319,nesta,AI at the Service of Citizens,The invisible power of fairness. How machine learning shapes democracy,ai-at-the-service-of-citizens.txt,http://arxiv.org/abs/1903.09493v1,by_author,Bruno Lepri,"a description of an image.
32 Bruno Lepri, Nuria Oliver, Emmanuel Letouz"
320,nesta,AI at the Service of Citizens,The invisible power of fairness. How machine learning shapes democracy,ai-at-the-service-of-citizens.txt,http://arxiv.org/abs/1903.09493v1,by_author_abbreviation,B\. Lepri,"versity of Thessaly, 
2017
78
B. Lepri, N. Oliver, E. Letouzé, et al."
321,nesta,AI at the Service of Citizens,Interpretable Convolutional Filters with SincNet,ai-at-the-service-of-citizens.txt,http://arxiv.org/abs/1811.09725v2,by_author,Yoshua Bengio," to artificial intelligence.
(Yoshua Bengio)
The introduction of Artificia"
322,nesta,AI4People Ethical Framework for a Good AI Society,"Toward Trustworthy AI Development: Mechanisms for Supporting Verifiable
  Claims",ai4people-ethical-framework-for-a-good-ai-society.txt,http://arxiv.org/abs/2004.07213v2,by_author,Yoshua Bengio,"Toronto (and now Google) and 
Yoshua Bengio of McGill University, Montreal"
323,nesta,AI4People Ethical Framework for a Good AI Society,Interpretable Convolutional Filters with SincNet,ai4people-ethical-framework-for-a-good-ai-society.txt,http://arxiv.org/abs/1811.09725v2,by_author,Yoshua Bengio,"Toronto (and now Google) and 
Yoshua Bengio of McGill University, Montreal"
324,nesta,A Practical Guide to Managing Risk in Machine Learning Models,FairLens: Auditing Black-box Clinical Decision Support Systems,a-practical-guide-to-managing-risk-in-machine-learning-models.txt,http://arxiv.org/abs/2011.04049v1,by_author,Dino Pedreschi,"Anna Monreale, Franco Turini, Dino Pedreschi, and Fosca Giannotti, “A Surve"
325,nesta,A Practical Guide to Managing Risk in Machine Learning Models,"Proposed Guidelines for the Responsible Use of Explainable Machine
  Learning",a-practical-guide-to-managing-risk-in-machine-learning-models.txt,http://arxiv.org/abs/1906.03533v3,by_author,Patrick Hall,"important model metadata.
13  Patrick Hall, Wen Phan, and SriSatish Ambat"
326,nesta,A Practical Guide to Managing Risk in Machine Learning Models,The Doctor Just Won't Accept That!,a-practical-guide-to-managing-risk-in-machine-learning-models.txt,http://arxiv.org/abs/1711.08037v2,by_author,Zachary C. Lipton,"explainability in ML is vast, Zachary C. Lipton provides a thorough overview i"
327,nesta,A Practical Guide to Managing Risk in Machine Learning Models,The Mythos of Model Interpretability,a-practical-guide-to-managing-risk-in-machine-learning-models.txt,http://arxiv.org/abs/1606.03490v3,by_arxiv_id,1606.03490,"able at https://arxiv.org/abs/1606.03490. Other 
reviews that address "
328,nesta,A Practical Guide to Managing Risk in Machine Learning Models,The Mythos of Model Interpretability,a-practical-guide-to-managing-risk-in-machine-learning-models.txt,http://arxiv.org/abs/1606.03490v3,by_author,Zachary C. Lipton,"explainability in ML is vast, Zachary C. Lipton provides a thorough overview i"
329,nesta,A Practical Guide to Managing Risk in Machine Learning Models,Open the Black Box Data-Driven Explanation of Black Box Decision Systems,a-practical-guide-to-managing-risk-in-machine-learning-models.txt,http://arxiv.org/abs/1806.09936v1,by_author,Dino Pedreschi,"Anna Monreale, Franco Turini, Dino Pedreschi, and Fosca Giannotti, “A Surve"
330,nesta,A Practical Guide to Managing Risk in Machine Learning Models,Open the Black Box Data-Driven Explanation of Black Box Decision Systems,a-practical-guide-to-managing-risk-in-machine-learning-models.txt,http://arxiv.org/abs/1806.09936v1,by_author,Fosca Giannotti,"o Turini, Dino Pedreschi, and Fosca Giannotti, “A Survey Of Methods For 
Exp"
331,nesta,A Practical Guide to Managing Risk in Machine Learning Models,Open the Black Box Data-Driven Explanation of Black Box Decision Systems,a-practical-guide-to-managing-risk-in-machine-learning-models.txt,http://arxiv.org/abs/1806.09936v1,by_author,Riccardo Guidotti," survey 
of such methods, see Riccardo Guidotti, Anna Monreale, Franco Turini,"
332,nesta,A Practical Guide to Managing Risk in Machine Learning Models,Open the Black Box Data-Driven Explanation of Black Box Decision Systems,a-practical-guide-to-managing-risk-in-machine-learning-models.txt,http://arxiv.org/abs/1806.09936v1,by_author,Anna Monreale,"thods, see Riccardo Guidotti, Anna Monreale, Franco Turini, Dino Pedreschi"
333,nesta,A Practical Guide to Managing Risk in Machine Learning Models,Open the Black Box Data-Driven Explanation of Black Box Decision Systems,a-practical-guide-to-managing-risk-in-machine-learning-models.txt,http://arxiv.org/abs/1806.09936v1,by_author,Franco Turini,"ardo Guidotti, Anna Monreale, Franco Turini, Dino Pedreschi, and Fosca Gia"
